sequence,offset,conf,x1,y1,x2,y2,W,H,tile_x0,tile_y0
20170625_BBM_bm-n-mobo,1500,0.5491,1600.0,714.8,1676.3,789.4,2048,1536,1024,512
20170625_BBM_bm-n-mobo,1500,0.1345,1596.5,705.6,1761.3,790.5,2048,1536,1024,512
20170625_BBM_bm-n-mobo,1560,0.4896,1581.3,731.5,1704.1,793.4,2048,1536,896,0
20170625_BBM_bm-n-mobo,1560,0.1337,1586.8,733.1,1634.2,789.5,2048,1536,896,0
20170625_BBM_bm-n-mobo,1560,0.4910,1581.2,731.5,1704.2,793.4,2048,1536,1024,0
20170625_BBM_bm-n-mobo,1560,0.1358,1586.7,733.1,1634.2,789.5,2048,1536,1024,0
20170625_BBM_bm-n-mobo,1560,0.4694,1583.3,731.5,1703.5,793.4,2048,1536,896,512
20170625_BBM_bm-n-mobo,1560,0.2360,1587.7,733.1,1633.8,788.9,2048,1536,896,512
20170625_BBM_bm-n-mobo,1560,0.4724,1583.2,731.5,1703.6,793.4,2048,1536,1024,512
20170625_BBM_bm-n-mobo,1560,0.2274,1587.5,733.1,1633.8,788.9,2048,1536,1024,512
20170625_BBM_bm-n-mobo,1620,0.8505,1596.9,695.9,1700.6,792.9,2048,1536,896,0
20170625_BBM_bm-n-mobo,1620,0.8515,1596.8,695.9,1700.6,792.9,2048,1536,1024,0
20170625_BBM_bm-n-mobo,1620,0.8633,1597.1,695.9,1700.4,792.7,2048,1536,896,512
20170625_BBM_bm-n-mobo,1620,0.8631,1597.1,695.9,1700.4,792.7,2048,1536,1024,512
20170625_BBM_bm-n-mobo,1680,0.3117,1595.3,751.3,1691.8,791.3,2048,1536,896,0
20170625_BBM_bm-n-mobo,1680,0.3153,1596.0,751.4,1692.3,791.4,2048,1536,1024,0
20170625_BBM_bm-n-mobo,1680,0.3318,1596.5,751.5,1691.1,791.3,2048,1536,896,512
20170625_BBM_bm-n-mobo,1680,0.3232,1596.4,751.5,1691.3,791.3,2048,1536,1024,512
20170625_BBM_bm-n-mobo,1740,0.8644,1604.8,697.2,1724.6,791.0,2048,1536,896,0
20170625_BBM_bm-n-mobo,1740,0.8647,1604.8,697.2,1724.7,791.0,2048,1536,1024,0
20170625_BBM_bm-n-mobo,1740,0.8733,1605.1,697.3,1724.5,791.0,2048,1536,896,512
20170625_BBM_bm-n-mobo,1740,0.8725,1605.1,697.3,1724.6,790.9,2048,1536,1024,512
20170625_BBM_bm-n-mobo,1800,0.3432,1608.4,735.8,1741.7,796.1,2048,1536,896,0
20170625_BBM_bm-n-mobo,1800,0.2384,1621.3,654.6,1866.9,791.9,2048,1536,896,0
20170625_BBM_bm-n-mobo,1800,0.3518,1608.4,735.7,1741.7,796.1,2048,1536,1024,0
20170625_BBM_bm-n-mobo,1800,0.2602,1621.1,654.8,1866.5,791.8,2048,1536,1024,0
20170625_BBM_bm-n-mobo,1800,0.3955,1608.5,736.0,1740.9,794.6,2048,1536,896,512
20170625_BBM_bm-n-mobo,1800,0.2308,1621.9,653.7,1867.2,791.6,2048,1536,896,512
20170625_BBM_bm-n-mobo,1800,0.3881,1608.5,735.9,1741.1,794.6,2048,1536,1024,512
20170625_BBM_bm-n-mobo,1800,0.2583,1621.5,653.6,1867.2,791.7,2048,1536,1024,512
20170625_BBM_bm-n-mobo,1860,0.3976,1580.1,681.3,1849.6,790.2,2048,1536,896,0
20170625_BBM_bm-n-mobo,1860,0.3973,1580.6,681.0,1850.5,790.1,2048,1536,1024,0
20170625_BBM_bm-n-mobo,1860,0.3970,1577.1,680.9,1852.7,790.3,2048,1536,896,512
20170625_BBM_bm-n-mobo,1860,0.3933,1578.0,680.5,1853.6,790.3,2048,1536,1024,512
20170625_BBM_bm-n-mobo,1920,0.4694,1586.2,660.5,1797.2,791.3,2048,1536,896,0
20170625_BBM_bm-n-mobo,1920,0.1567,1583.7,658.3,1877.9,785.8,2048,1536,896,0
20170625_BBM_bm-n-mobo,1920,0.4772,1586.3,660.5,1798.3,791.2,2048,1536,1024,0
20170625_BBM_bm-n-mobo,1920,0.2036,1584.0,658.3,1882.5,785.8,2048,1536,1024,0
20170625_BBM_bm-n-mobo,1920,0.4813,1586.4,660.5,1796.5,791.4,2048,1536,896,512
20170625_BBM_bm-n-mobo,1920,0.1207,1580.2,657.8,1910.4,784.2,2048,1536,896,512
20170625_BBM_bm-n-mobo,1920,0.4785,1586.4,660.3,1798.2,791.3,2048,1536,1024,512
20170625_BBM_bm-n-mobo,1920,0.1563,1580.4,657.6,1921.1,784.4,2048,1536,1024,512
20170625_BBM_bm-n-mobo,1980,0.5954,1588.9,635.2,1799.0,794.2,2048,1536,896,0
20170625_BBM_bm-n-mobo,1980,0.5985,1589.0,635.3,1799.1,794.1,2048,1536,1024,0
20170625_BBM_bm-n-mobo,1980,0.6056,1588.0,635.4,1798.8,794.3,2048,1536,896,512
20170625_BBM_bm-n-mobo,1980,0.6067,1588.2,635.4,1799.0,794.1,2048,1536,1024,512
20170625_BBM_bm-n-mobo,2040,0.4330,1629.8,642.5,1874.1,783.0,2048,1536,896,0
20170625_BBM_bm-n-mobo,2040,0.4399,1630.5,642.8,1875.6,783.0,2048,1536,1024,0
20170625_BBM_bm-n-mobo,2040,0.2362,1654.7,646.0,1948.2,784.0,2048,1536,1024,0
20170625_BBM_bm-n-mobo,2040,0.1089,1625.6,645.6,2040.8,785.2,2048,1536,1024,0
20170625_BBM_bm-n-mobo,2040,0.4320,1630.4,642.9,1870.7,783.1,2048,1536,896,512
20170625_BBM_bm-n-mobo,2040,0.4293,1631.1,642.9,1874.1,783.1,2048,1536,1024,512
20170625_BBM_bm-n-mobo,2040,0.2374,1655.4,645.8,1968.5,783.6,2048,1536,1024,512
20170625_BBM_bm-n-mobo,2040,0.1243,1636.9,642.7,2048.0,788.8,2048,1536,1024,512
20170625_BBM_bm-n-mobo,2100,0.2408,1595.0,711.8,1835.1,801.8,2048,1536,896,0
20170625_BBM_bm-n-mobo,2100,0.1629,1574.6,673.9,1906.6,802.0,2048,1536,896,0
20170625_BBM_bm-n-mobo,2100,0.1170,1610.6,626.0,1920.0,792.4,2048,1536,896,0
20170625_BBM_bm-n-mobo,2100,0.1903,1595.2,712.2,1835.8,801.6,2048,1536,1024,0
20170625_BBM_bm-n-mobo,2100,0.1582,1574.2,672.7,1909.1,802.2,2048,1536,1024,0
20170625_BBM_bm-n-mobo,2100,0.1420,1612.3,626.1,1948.4,793.3,2048,1536,1024,0
20170625_BBM_bm-n-mobo,2100,0.2432,1594.9,711.4,1837.5,801.6,2048,1536,896,512
20170625_BBM_bm-n-mobo,2100,0.1629,1570.9,673.1,1914.6,802.7,2048,1536,896,512
20170625_BBM_bm-n-mobo,2100,0.1364,1608.1,627.0,1920.0,792.9,2048,1536,896,512
20170625_BBM_bm-n-mobo,2100,0.1881,1595.1,711.8,1837.8,801.5,2048,1536,1024,512
20170625_BBM_bm-n-mobo,2100,0.1562,1570.9,671.9,1916.6,802.7,2048,1536,1024,512
20170625_BBM_bm-n-mobo,2100,0.1543,1608.6,626.7,1951.6,793.8,2048,1536,1024,512
20170625_BBM_bm-n-mobo,2160,0.4265,1603.4,687.2,1920.0,802.6,2048,1536,896,0
20170625_BBM_bm-n-mobo,2160,0.1072,1593.1,694.2,1839.6,799.1,2048,1536,896,0
20170625_BBM_bm-n-mobo,2160,0.4453,1613.9,686.1,1990.3,803.2,2048,1536,1024,0
20170625_BBM_bm-n-mobo,2160,0.1953,1569.5,691.7,1920.5,798.8,2048,1536,1024,0
20170625_BBM_bm-n-mobo,2160,0.4461,1600.6,686.9,1920.0,802.9,2048,1536,896,512
20170625_BBM_bm-n-mobo,2160,0.1441,1593.2,694.5,1832.7,798.9,2048,1536,896,512
20170625_BBM_bm-n-mobo,2160,0.4416,1609.3,685.8,1994.8,803.6,2048,1536,1024,512
20170625_BBM_bm-n-mobo,2160,0.2131,1571.4,691.8,1918.5,798.8,2048,1536,1024,512
20170625_BBM_bm-n-mobo,2160,0.1272,1593.9,694.9,1786.5,798.6,2048,1536,1024,512
20170625_BBM_bm-n-mobo,2220,0.4905,1604.4,659.1,1826.8,798.3,2048,1536,896,0
20170625_BBM_bm-n-mobo,2220,0.3771,1618.5,649.3,1920.0,814.3,2048,1536,896,0
20170625_BBM_bm-n-mobo,2220,0.3268,1596.5,643.4,1887.3,794.2,2048,1536,896,0
20170625_BBM_bm-n-mobo,2220,0.4751,1604.4,659.5,1828.4,798.3,2048,1536,1024,0
20170625_BBM_bm-n-mobo,2220,0.3956,1586.2,645.1,1992.3,809.8,2048,1536,1024,0
20170625_BBM_bm-n-mobo,2220,0.1752,1587.1,642.5,1890.7,792.8,2048,1536,1024,0
20170625_BBM_bm-n-mobo,2220,0.5205,1604.4,660.5,1821.9,798.0,2048,1536,896,512
20170625_BBM_bm-n-mobo,2220,0.4152,1622.9,649.3,1920.0,814.0,2048,1536,896,512
20170625_BBM_bm-n-mobo,2220,0.3245,1596.6,644.1,1862.8,791.2,2048,1536,896,512
20170625_BBM_bm-n-mobo,2220,0.4977,1604.5,660.4,1823.9,798.0,2048,1536,1024,512
20170625_BBM_bm-n-mobo,2220,0.3967,1629.5,640.9,2021.8,814.3,2048,1536,1024,512
20170625_BBM_bm-n-mobo,2220,0.2973,1595.8,643.2,1922.3,792.0,2048,1536,1024,512
20170625_BBM_bm-n-mobo,2280,0.4124,1598.1,659.0,1836.9,796.5,2048,1536,896,0
20170625_BBM_bm-n-mobo,2280,0.1290,1630.2,636.8,1916.6,778.5,2048,1536,896,0
20170625_BBM_bm-n-mobo,2280,0.4248,1598.3,659.1,1837.8,796.4,2048,1536,1024,0
20170625_BBM_bm-n-mobo,2280,0.1376,1611.9,635.6,1907.5,783.4,2048,1536,1024,0
20170625_BBM_bm-n-mobo,2280,0.4314,1597.0,658.5,1836.7,796.4,2048,1536,896,512
20170625_BBM_bm-n-mobo,2280,0.1272,1633.7,637.7,1899.7,778.6,2048,1536,896,512
20170625_BBM_bm-n-mobo,2280,0.4328,1597.4,658.5,1837.8,796.3,2048,1536,1024,512
20170625_BBM_bm-n-mobo,2280,0.1327,1631.6,637.2,1912.7,778.5,2048,1536,1024,512
20170625_BBM_bm-n-mobo,2340,0.2756,1554.3,647.8,1920.0,801.3,2048,1536,896,0
20170625_BBM_bm-n-mobo,2340,0.2069,1562.2,646.1,1990.5,805.1,2048,1536,1024,0
20170625_BBM_bm-n-mobo,2340,0.1535,1626.0,639.3,2048.0,814.9,2048,1536,1024,0
20170625_BBM_bm-n-mobo,2340,0.3128,1600.9,642.0,1912.5,801.2,2048,1536,896,512
20170625_BBM_bm-n-mobo,2340,0.2452,1561.6,645.2,1992.5,805.8,2048,1536,1024,512
20170625_BBM_bm-n-mobo,2340,0.1867,1623.8,638.9,2048.0,817.3,2048,1536,1024,512
20170625_BBM_bm-n-mobo,2400,0.3349,1599.7,635.2,1886.2,802.5,2048,1536,896,0
20170625_BBM_bm-n-mobo,2400,0.2314,1568.9,638.0,1920.0,813.5,2048,1536,896,0
20170625_BBM_bm-n-mobo,2400,0.3571,1601.7,635.4,1878.5,802.2,2048,1536,1024,0
20170625_BBM_bm-n-mobo,2400,0.2578,1613.4,636.9,1972.7,805.4,2048,1536,1024,0
20170625_BBM_bm-n-mobo,2400,0.3523,1579.1,632.8,1849.6,803.6,2048,1536,896,512
20170625_BBM_bm-n-mobo,2400,0.2631,1569.8,638.0,1920.0,814.1,2048,1536,896,512
20170625_BBM_bm-n-mobo,2400,0.3694,1600.4,635.2,1882.5,802.9,2048,1536,1024,512
20170625_BBM_bm-n-mobo,2400,0.2649,1586.7,637.8,2033.9,814.0,2048,1536,1024,512
20170625_FIRE_mg-s-iqeye,-2400,0.1858,1586.6,563.2,1600.0,592.8,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-2400,0.2669,1585.8,562.9,1599.9,592.2,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-2340,0.1913,1589.0,562.6,1600.0,590.2,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-2340,0.2539,1588.3,562.5,1600.0,590.0,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-2280,0.1480,1588.4,561.4,1600.0,591.6,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-2280,0.2259,1583.9,561.4,1599.8,590.6,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-2280,0.1505,1509.1,537.7,1527.7,570.3,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-2280,0.1158,1588.6,561.9,1600.0,595.3,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-2220,0.1617,1585.2,561.1,1600.0,594.2,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-2220,0.2726,1583.1,561.3,1599.8,593.1,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-2160,0.1316,1583.2,562.5,1599.8,590.5,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-2100,0.1762,1587.5,562.4,1600.0,592.0,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-2100,0.2697,1584.9,562.5,1599.8,590.9,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-2100,0.1453,1587.1,559.0,1599.9,587.9,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-2100,0.1165,1508.9,540.4,1528.2,571.7,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-2040,0.1115,1586.7,562.3,1600.0,594.3,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-2040,0.1976,1583.4,562.2,1599.9,593.2,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-2040,0.1182,1587.7,562.8,1600.0,597.8,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1980,0.1199,1588.4,562.4,1600.0,592.1,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1980,0.1120,1583.8,562.5,1599.8,592.0,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1920,0.1376,1588.8,563.4,1600.0,592.7,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1920,0.1106,1584.9,563.1,1599.8,590.9,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1860,0.1055,1589.9,561.5,1600.0,592.0,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-1860,0.1777,1588.6,561.3,1600.0,591.8,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1860,0.1645,1584.4,561.2,1599.8,589.9,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1800,0.1277,1585.0,562.5,1600.0,594.7,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-1800,0.2537,1582.8,562.0,1599.8,591.1,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1800,0.1572,1584.9,562.8,1600.0,599.4,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1740,0.1169,1588.0,563.0,1600.0,593.8,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-1740,0.1849,1587.1,562.8,1600.0,593.2,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1680,0.1248,1589.5,563.4,1600.0,595.3,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-1680,0.2019,1588.3,563.1,1600.0,594.5,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1680,0.1897,1584.6,562.8,1599.8,592.2,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1620,0.1268,1588.3,562.3,1600.0,591.0,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-1620,0.2237,1583.6,562.3,1599.8,590.1,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1560,0.1736,1584.2,562.1,1599.8,591.2,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1560,0.1083,1508.1,540.6,1527.6,572.1,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1560,0.1020,1587.4,557.6,1599.9,587.9,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1500,0.1294,1582.0,561.3,1599.8,589.7,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1500,0.1101,1587.2,561.2,1600.0,590.3,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1440,0.1012,1590.7,563.1,1600.0,590.9,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-1440,0.1679,1589.0,562.9,1600.0,590.6,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1440,0.1588,1583.6,562.8,1599.9,590.3,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1380,0.1665,1584.0,562.3,1599.8,589.5,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-1380,0.2650,1583.3,562.1,1599.8,589.4,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1380,0.1232,1585.8,562.9,1600.0,595.1,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1320,0.1454,1588.1,562.8,1600.0,592.3,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-1320,0.2066,1583.9,562.8,1599.8,591.6,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1320,0.1385,1588.1,563.5,1600.0,595.7,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1320,0.1188,1587.2,558.9,1599.9,588.5,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1260,0.1164,1589.7,563.2,1600.0,589.6,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-1260,0.1800,1588.7,563.1,1600.0,589.5,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1200,0.1802,1588.3,561.8,1600.0,591.6,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1140,0.1351,1588.2,562.7,1600.0,591.2,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-1140,0.2360,1587.3,562.4,1600.0,590.9,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1080,0.1395,1585.9,563.8,1600.0,594.5,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-1080,0.2363,1583.9,563.6,1599.8,591.4,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1080,0.1579,1586.5,564.1,1600.0,598.9,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1020,0.1544,1587.2,561.8,1600.0,591.0,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-1020,0.2373,1583.5,561.3,1599.7,589.1,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-1020,0.1028,1587.8,562.7,1600.0,596.0,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-960,0.1719,1586.9,564.3,1599.9,594.0,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-960,0.2460,1584.7,564.1,1599.6,591.2,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-960,0.1494,1588.0,564.9,1600.0,597.9,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-900,0.2068,1583.1,562.6,1599.8,589.3,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-840,0.1366,1589.3,562.7,1600.0,591.9,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-840,0.2265,1588.3,562.6,1600.0,591.5,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-780,0.1242,1585.9,562.9,1600.0,591.9,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-780,0.2475,1583.0,562.9,1599.8,590.6,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-780,0.1204,1586.5,563.3,1600.0,596.3,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-720,0.2020,1583.1,563.0,1599.8,591.2,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-720,0.1044,1587.3,563.7,1600.0,595.9,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-660,0.1536,1585.4,562.0,1600.0,592.6,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-660,0.2407,1583.0,562.3,1599.8,591.5,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-660,0.1421,1585.4,556.3,1599.9,588.4,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-600,0.2392,1582.7,562.5,1599.8,589.6,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-600,0.3742,1582.6,562.2,1599.8,588.9,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-540,0.1475,1589.7,562.9,1600.0,590.7,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-540,0.2410,1588.7,562.8,1600.0,590.4,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-480,0.2059,1589.1,563.7,1600.0,591.5,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-480,0.2591,1588.4,563.6,1599.9,591.2,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-420,0.1531,1589.3,563.5,1600.0,590.0,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-420,0.2315,1588.5,563.4,1600.0,589.8,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-360,0.1557,1585.5,561.5,1600.0,592.7,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-360,0.2760,1584.3,561.8,1599.8,591.0,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-360,0.1143,1586.6,562.1,1600.0,597.7,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-300,0.1464,1586.5,562.7,1600.0,593.6,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-300,0.2438,1583.7,562.7,1599.8,592.4,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-300,0.1327,1585.7,559.1,1599.8,588.6,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-240,0.1350,1591.1,560.8,1600.0,591.5,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-240,0.1990,1590.4,560.6,1600.0,591.3,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-240,0.1444,1585.7,560.7,1599.8,591.0,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-240,0.1348,1508.6,540.4,1527.8,571.7,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-180,0.2093,1584.6,563.4,1600.0,591.3,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-180,0.3232,1583.4,563.6,1599.9,590.3,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-120,0.1725,1581.6,562.5,1599.8,590.4,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-120,0.2865,1581.5,562.4,1599.8,590.1,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-60,0.1412,1586.9,562.4,1600.0,593.0,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,-60,0.2353,1584.0,562.4,1599.8,590.2,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,-60,0.1064,1587.8,562.8,1600.0,598.1,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,0,0.1213,1585.8,563.7,1599.9,594.3,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,0,0.2101,1583.7,563.8,1599.8,592.9,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,60,0.1855,1587.2,561.8,1600.0,590.1,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,60,0.2990,1584.4,561.9,1599.8,589.3,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,60,0.1134,1587.3,562.3,1600.0,593.6,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,120,0.1900,1584.9,562.6,1600.0,592.8,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,120,0.3037,1583.7,562.8,1599.8,591.6,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,180,0.2237,1584.0,563.3,1599.8,590.6,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,180,0.1295,1586.4,563.5,1600.0,596.5,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,180,0.3230,1583.6,563.1,1599.8,590.2,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,240,0.2368,1584.6,562.7,1600.0,594.5,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,240,0.3534,1584.0,562.5,1600.0,593.8,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,300,0.1397,1588.9,562.7,1600.0,591.0,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,300,0.1318,1584.1,562.5,1599.8,590.5,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,360,0.1766,1584.8,562.0,1599.8,589.6,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,420,0.1544,1587.0,563.3,1600.0,593.7,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,420,0.2453,1585.2,563.4,1599.8,592.7,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,480,0.1326,1585.9,562.6,1600.0,591.9,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,480,0.2573,1583.6,562.7,1599.8,590.7,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,540,0.1550,1588.5,564.3,1600.0,591.2,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,540,0.2484,1587.8,564.2,1599.9,590.8,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,600,0.1957,1586.7,562.5,1600.0,589.9,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,600,0.3080,1583.7,562.5,1599.8,589.2,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,600,0.1202,1587.2,563.0,1600.0,592.9,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,660,0.1397,1586.7,562.4,1600.0,593.2,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,660,0.2289,1584.0,562.5,1599.8,592.1,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,720,0.1763,1587.4,562.9,1600.0,589.8,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,720,0.2767,1584.1,562.9,1599.7,589.0,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,720,0.1003,1588.1,563.5,1600.0,592.7,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,780,0.1587,1420.3,607.4,1442.4,632.0,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,780,0.1711,1588.8,564.2,1600.0,591.5,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,780,0.1693,1420.1,607.3,1442.5,632.0,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,780,0.1392,1417.4,604.5,1446.1,632.2,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,840,0.4515,1423.8,602.5,1445.8,632.2,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,840,0.5008,1423.5,602.5,1445.6,632.0,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,840,0.1387,1586.4,563.3,1600.0,591.5,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,900,0.1796,1588.6,562.8,1600.0,592.9,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,900,0.1552,1584.2,562.5,1599.8,591.1,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,960,0.1766,1587.5,561.9,1600.0,591.9,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,1020,0.1257,1586.7,562.3,1600.0,590.3,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,1020,0.2320,1583.8,562.6,1599.8,589.3,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,1020,0.1294,1586.0,557.7,1599.9,587.4,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,1020,0.1142,1586.4,563.4,1600.0,594.5,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,1080,0.1599,1404.3,610.0,1435.6,630.2,1600,1200,576,0
20170625_FIRE_mg-s-iqeye,1080,0.2375,1404.1,610.0,1435.8,630.1,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,1080,0.1480,1586.5,562.1,1600.0,591.7,1600,1200,576,176
20170625_FIRE_mg-s-iqeye,1140,0.2519,1588.5,563.9,1599.9,589.4,1600,1200,576,0
